,object,saccade_id,sim,pos.x,pos.y,goal.y,goal.x,ts,rot,trial,saccade_num
1707,triangle,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,124,57.29577951308232,triangle-1-0,108
1708,triangle,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,128,57.29577951308232,triangle-1-0,109
1709,triangle,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,132,57.29577951308232,triangle-1-0,110
1710,triangle,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,136,57.29577951308232,triangle-1-0,111
1711,triangle,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,140,57.29577951308232,triangle-1-0,112
1712,triangle,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,144,57.29577951308232,triangle-1-0,113
1713,triangle,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,148,57.29577951308232,triangle-1-0,114
1714,triangle,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,152,57.29577951308232,triangle-1-0,115
1715,triangle,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,156,57.29577951308232,triangle-1-0,116
1716,triangle,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,4,80.21409131831524,triangle-1-4,78
1717,triangle,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,8,80.21409131831524,triangle-1-4,79
1718,triangle,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,12,80.21409131831524,triangle-1-4,80
1719,triangle,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,16,80.21409131831524,triangle-1-4,81
1720,triangle,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,20,80.21409131831524,triangle-1-4,82
1721,triangle,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,24,80.21409131831524,triangle-1-4,83
1722,triangle,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,28,80.21409131831524,triangle-1-4,84
1723,triangle,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,32,80.21409131831524,triangle-1-4,85
1724,triangle,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,36,80.21409131831524,triangle-1-4,86
1725,triangle,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,40,80.21409131831524,triangle-1-4,87
1726,triangle,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,44,80.21409131831524,triangle-1-4,88
1727,triangle,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,48,80.21409131831524,triangle-1-4,89
1728,triangle,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,52,80.21409131831524,triangle-1-4,90
1729,triangle,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,56,80.21409131831524,triangle-1-4,91
1730,triangle,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,60,80.21409131831524,triangle-1-4,92
1731,triangle,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,64,80.21409131831524,triangle-1-4,93
1732,triangle,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,68,80.21409131831524,triangle-1-4,94
1733,triangle,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,72,80.21409131831524,triangle-1-4,95
1734,triangle,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,76,80.21409131831524,triangle-1-4,96
1735,triangle,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,80,80.21409131831524,triangle-1-4,97
1736,triangle,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,84,80.21409131831524,triangle-1-4,98
1737,triangle,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,88,80.21409131831524,triangle-1-4,99
1738,triangle,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,92,80.21409131831524,triangle-1-4,100
1739,triangle,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,96,80.21409131831524,triangle-1-4,101
1740,triangle,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,100,80.21409131831524,triangle-1-4,102
1741,triangle,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,104,80.21409131831524,triangle-1-4,103
1742,triangle,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,108,80.21409131831524,triangle-1-4,104
1743,triangle,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,112,80.21409131831524,triangle-1-4,105
1744,triangle,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,116,80.21409131831524,triangle-1-4,106
1745,triangle,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,120,80.21409131831524,triangle-1-4,107
1746,triangle,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,124,80.21409131831524,triangle-1-4,108
1747,triangle,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,128,80.21409131831524,triangle-1-4,109
1748,triangle,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,132,80.21409131831524,triangle-1-4,110
1749,triangle,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,136,80.21409131831524,triangle-1-4,111
1750,triangle,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,140,80.21409131831524,triangle-1-4,112
1751,triangle,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,144,80.21409131831524,triangle-1-4,113
1752,triangle,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,148,80.21409131831524,triangle-1-4,114
1753,triangle,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,5.0,152,80.21409131831524,triangle-1-4,115
1754,triangle,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,9.0,156,80.21409131831524,triangle-1-4,116
1755,square,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,4,57.29577951308232,square-1-0,78
1756,square,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,8,57.29577951308232,square-1-0,79
1757,square,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,12,57.29577951308232,square-1-0,80
1758,square,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,16,57.29577951308232,square-1-0,81
1759,square,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,20,57.29577951308232,square-1-0,82
1760,square,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,24,57.29577951308232,square-1-0,83
1761,square,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,28,57.29577951308232,square-1-0,84
1762,square,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,32,57.29577951308232,square-1-0,85
1763,square,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,36,57.29577951308232,square-1-0,86
1764,square,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,40,57.29577951308232,square-1-0,87
1765,square,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,44,57.29577951308232,square-1-0,88
1766,square,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,48,57.29577951308232,square-1-0,89
1767,square,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,52,57.29577951308232,square-1-0,90
1768,square,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,56,57.29577951308232,square-1-0,91
1769,square,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,60,57.29577951308232,square-1-0,92
1770,square,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,64,57.29577951308232,square-1-0,93
1771,square,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,68,57.29577951308232,square-1-0,94
1772,square,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,72,57.29577951308232,square-1-0,95
1773,square,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,76,57.29577951308232,square-1-0,96
1774,square,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,80,57.29577951308232,square-1-0,97
1775,square,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,84,57.29577951308232,square-1-0,98
1776,square,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,88,57.29577951308232,square-1-0,99
1777,square,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,92,57.29577951308232,square-1-0,100
1778,square,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,96,57.29577951308232,square-1-0,101
1779,square,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,100,57.29577951308232,square-1-0,102
1780,square,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,104,57.29577951308232,square-1-0,103
1781,square,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,108,57.29577951308232,square-1-0,104
1782,square,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,112,57.29577951308232,square-1-0,105
1783,square,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,116,57.29577951308232,square-1-0,106
1784,square,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,120,57.29577951308232,square-1-0,107
1785,square,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,124,57.29577951308232,square-1-0,108
1786,square,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,128,57.29577951308232,square-1-0,109
1787,square,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,132,57.29577951308232,square-1-0,110
1788,square,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,136,57.29577951308232,square-1-0,111
1789,square,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,140,57.29577951308232,square-1-0,112
1790,square,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,144,57.29577951308232,square-1-0,113
1791,square,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,148,57.29577951308232,square-1-0,114
1792,square,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,3.0,152,57.29577951308232,square-1-0,115
1793,square,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,7.0,156,57.29577951308232,square-1-0,116
1794,square,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,5.0,4,91.67324722093171,square-1-6,78
1795,square,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,8,91.67324722093171,square-1-6,79
1796,square,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,12,91.67324722093171,square-1-6,80
1797,square,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,16,91.67324722093171,square-1-6,81
1798,square,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,20,91.67324722093171,square-1-6,82
1799,square,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,24,91.67324722093171,square-1-6,83
1800,square,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,28,91.67324722093171,square-1-6,84
1801,square,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,32,91.67324722093171,square-1-6,85
1802,square,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,36,91.67324722093171,square-1-6,86
1803,square,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,40,91.67324722093171,square-1-6,87
1804,square,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,44,91.67324722093171,square-1-6,88
1805,square,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,48,91.67324722093171,square-1-6,89
1806,square,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,52,91.67324722093171,square-1-6,90
1807,square,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,56,91.67324722093171,square-1-6,91
1808,square,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,60,91.67324722093171,square-1-6,92
1809,square,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,64,91.67324722093171,square-1-6,93
1810,square,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,68,91.67324722093171,square-1-6,94
1811,square,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,72,91.67324722093171,square-1-6,95
1812,square,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,76,91.67324722093171,square-1-6,96
1813,square,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,80,91.67324722093171,square-1-6,97
1814,square,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,84,91.67324722093171,square-1-6,98
1815,square,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,88,91.67324722093171,square-1-6,99
1816,square,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,92,91.67324722093171,square-1-6,100
1817,square,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,96,91.67324722093171,square-1-6,101
1818,square,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,100,91.67324722093171,square-1-6,102
1819,square,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,104,91.67324722093171,square-1-6,103
1820,square,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,108,91.67324722093171,square-1-6,104
1821,square,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,112,91.67324722093171,square-1-6,105
1822,square,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,116,91.67324722093171,square-1-6,106
1823,square,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,120,91.67324722093171,square-1-6,107
1824,square,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,124,91.67324722093171,square-1-6,108
1825,square,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,128,91.67324722093171,square-1-6,109
1826,square,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,132,91.67324722093171,square-1-6,110
1827,square,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,136,91.67324722093171,square-1-6,111
1828,square,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,140,91.67324722093171,square-1-6,112
1829,square,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,144,91.67324722093171,square-1-6,113
1830,square,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,148,91.67324722093171,square-1-6,114
1831,square,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,1.0,152,91.67324722093171,square-1-6,115
1832,square,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,6.0,156,91.67324722093171,square-1-6,116
1833,square,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,9.0,4,68.75493541569878,square-1-2,78
1834,square,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,8,68.75493541569878,square-1-2,79
1835,square,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,12,68.75493541569878,square-1-2,80
1836,square,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,16,68.75493541569878,square-1-2,81
1837,square,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,20,68.75493541569878,square-1-2,82
1838,square,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,24,68.75493541569878,square-1-2,83
1839,square,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,28,68.75493541569878,square-1-2,84
1840,square,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,32,68.75493541569878,square-1-2,85
1841,square,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,36,68.75493541569878,square-1-2,86
1842,square,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,40,68.75493541569878,square-1-2,87
1843,square,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,44,68.75493541569878,square-1-2,88
1844,square,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,48,68.75493541569878,square-1-2,89
1845,square,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,52,68.75493541569878,square-1-2,90
1846,square,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,56,68.75493541569878,square-1-2,91
1847,square,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,60,68.75493541569878,square-1-2,92
1848,square,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,64,68.75493541569878,square-1-2,93
1849,square,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,68,68.75493541569878,square-1-2,94
1850,square,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,72,68.75493541569878,square-1-2,95
1851,square,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,76,68.75493541569878,square-1-2,96
1852,square,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,80,68.75493541569878,square-1-2,97
1853,square,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,84,68.75493541569878,square-1-2,98
1854,square,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,88,68.75493541569878,square-1-2,99
1855,square,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,92,68.75493541569878,square-1-2,100
1856,square,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,96,68.75493541569878,square-1-2,101
1857,square,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,100,68.75493541569878,square-1-2,102
1858,square,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,104,68.75493541569878,square-1-2,103
1859,square,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,5.0,108,68.75493541569878,square-1-2,104
1860,square,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,0.0,4.0,112,68.75493541569878,square-1-2,105
