,object,saccade_id,sim,pos.x,pos.y,goal.y,goal.x,ts,rot,trial,saccade_num
1557,triangle,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,148,11.459155902616464,triangle-0-2,114
1558,triangle,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,7.0,0.0,152,11.459155902616464,triangle-0-2,115
1559,triangle,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,156,11.459155902616464,triangle-0-2,116
1560,triangle,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,4,34.37746770784939,triangle-0-6,78
1561,triangle,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,8,34.37746770784939,triangle-0-6,79
1562,triangle,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,12,34.37746770784939,triangle-0-6,80
1563,triangle,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,16,34.37746770784939,triangle-0-6,81
1564,triangle,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,20,34.37746770784939,triangle-0-6,82
1565,triangle,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,24,34.37746770784939,triangle-0-6,83
1566,triangle,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,28,34.37746770784939,triangle-0-6,84
1567,triangle,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,32,34.37746770784939,triangle-0-6,85
1568,triangle,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,36,34.37746770784939,triangle-0-6,86
1569,triangle,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,40,34.37746770784939,triangle-0-6,87
1570,triangle,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,44,34.37746770784939,triangle-0-6,88
1571,triangle,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,48,34.37746770784939,triangle-0-6,89
1572,triangle,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,52,34.37746770784939,triangle-0-6,90
1573,triangle,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,56,34.37746770784939,triangle-0-6,91
1574,triangle,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,60,34.37746770784939,triangle-0-6,92
1575,triangle,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,64,34.37746770784939,triangle-0-6,93
1576,triangle,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,68,34.37746770784939,triangle-0-6,94
1577,triangle,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,72,34.37746770784939,triangle-0-6,95
1578,triangle,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,76,34.37746770784939,triangle-0-6,96
1579,triangle,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,80,34.37746770784939,triangle-0-6,97
1580,triangle,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,84,34.37746770784939,triangle-0-6,98
1581,triangle,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,88,34.37746770784939,triangle-0-6,99
1582,triangle,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,92,34.37746770784939,triangle-0-6,100
1583,triangle,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,96,34.37746770784939,triangle-0-6,101
1584,triangle,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,100,34.37746770784939,triangle-0-6,102
1585,triangle,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,104,34.37746770784939,triangle-0-6,103
1586,triangle,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,108,34.37746770784939,triangle-0-6,104
1587,triangle,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,112,34.37746770784939,triangle-0-6,105
1588,triangle,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,116,34.37746770784939,triangle-0-6,106
1589,triangle,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,120,34.37746770784939,triangle-0-6,107
1590,triangle,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,124,34.37746770784939,triangle-0-6,108
1591,triangle,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,128,34.37746770784939,triangle-0-6,109
1592,triangle,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,132,34.37746770784939,triangle-0-6,110
1593,triangle,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,136,34.37746770784939,triangle-0-6,111
1594,triangle,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,140,34.37746770784939,triangle-0-6,112
1595,triangle,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,144,34.37746770784939,triangle-0-6,113
1596,triangle,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,148,34.37746770784939,triangle-0-6,114
1597,triangle,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,4.0,152,34.37746770784939,triangle-0-6,115
1598,triangle,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,9.0,7.0,156,34.37746770784939,triangle-0-6,116
1599,triangle,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,4,22.91831180523293,triangle-0-4,78
1600,triangle,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,8,22.91831180523293,triangle-0-4,79
1601,triangle,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,12,22.91831180523293,triangle-0-4,80
1602,triangle,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,16,22.91831180523293,triangle-0-4,81
1603,triangle,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,20,22.91831180523293,triangle-0-4,82
1604,triangle,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,24,22.91831180523293,triangle-0-4,83
1605,triangle,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,28,22.91831180523293,triangle-0-4,84
1606,triangle,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,32,22.91831180523293,triangle-0-4,85
1607,triangle,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,36,22.91831180523293,triangle-0-4,86
1608,triangle,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,40,22.91831180523293,triangle-0-4,87
1609,triangle,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,44,22.91831180523293,triangle-0-4,88
1610,triangle,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,48,22.91831180523293,triangle-0-4,89
1611,triangle,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,52,22.91831180523293,triangle-0-4,90
1612,triangle,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,56,22.91831180523293,triangle-0-4,91
1613,triangle,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,60,22.91831180523293,triangle-0-4,92
1614,triangle,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,64,22.91831180523293,triangle-0-4,93
1615,triangle,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,68,22.91831180523293,triangle-0-4,94
1616,triangle,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,72,22.91831180523293,triangle-0-4,95
1617,triangle,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,76,22.91831180523293,triangle-0-4,96
1618,triangle,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,80,22.91831180523293,triangle-0-4,97
1619,triangle,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,84,22.91831180523293,triangle-0-4,98
1620,triangle,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,88,22.91831180523293,triangle-0-4,99
1621,triangle,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,92,22.91831180523293,triangle-0-4,100
1622,triangle,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,96,22.91831180523293,triangle-0-4,101
1623,triangle,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,100,22.91831180523293,triangle-0-4,102
1624,triangle,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,104,22.91831180523293,triangle-0-4,103
1625,triangle,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,108,22.91831180523293,triangle-0-4,104
1626,triangle,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,112,22.91831180523293,triangle-0-4,105
1627,triangle,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,116,22.91831180523293,triangle-0-4,106
1628,triangle,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,120,22.91831180523293,triangle-0-4,107
1629,triangle,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,124,22.91831180523293,triangle-0-4,108
1630,triangle,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,128,22.91831180523293,triangle-0-4,109
1631,triangle,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,132,22.91831180523293,triangle-0-4,110
1632,triangle,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,136,22.91831180523293,triangle-0-4,111
1633,triangle,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,140,22.91831180523293,triangle-0-4,112
1634,triangle,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,144,22.91831180523293,triangle-0-4,113
1635,triangle,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,148,22.91831180523293,triangle-0-4,114
1636,triangle,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,9.0,152,22.91831180523293,triangle-0-4,115
1637,triangle,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,6.0,0.0,156,22.91831180523293,triangle-0-4,116
1638,triangle,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,4,68.75493541569878,triangle-1-2,78
1639,triangle,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,8,68.75493541569878,triangle-1-2,79
1640,triangle,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,12,68.75493541569878,triangle-1-2,80
1641,triangle,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,16,68.75493541569878,triangle-1-2,81
1642,triangle,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,20,68.75493541569878,triangle-1-2,82
1643,triangle,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,24,68.75493541569878,triangle-1-2,83
1644,triangle,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,28,68.75493541569878,triangle-1-2,84
1645,triangle,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,32,68.75493541569878,triangle-1-2,85
1646,triangle,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,36,68.75493541569878,triangle-1-2,86
1647,triangle,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,40,68.75493541569878,triangle-1-2,87
1648,triangle,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,44,68.75493541569878,triangle-1-2,88
1649,triangle,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,48,68.75493541569878,triangle-1-2,89
1650,triangle,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,52,68.75493541569878,triangle-1-2,90
1651,triangle,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,56,68.75493541569878,triangle-1-2,91
1652,triangle,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,60,68.75493541569878,triangle-1-2,92
1653,triangle,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,64,68.75493541569878,triangle-1-2,93
1654,triangle,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,68,68.75493541569878,triangle-1-2,94
1655,triangle,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,72,68.75493541569878,triangle-1-2,95
1656,triangle,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,76,68.75493541569878,triangle-1-2,96
1657,triangle,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,80,68.75493541569878,triangle-1-2,97
1658,triangle,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,84,68.75493541569878,triangle-1-2,98
1659,triangle,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,88,68.75493541569878,triangle-1-2,99
1660,triangle,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,92,68.75493541569878,triangle-1-2,100
1661,triangle,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,96,68.75493541569878,triangle-1-2,101
1662,triangle,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,100,68.75493541569878,triangle-1-2,102
1663,triangle,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,104,68.75493541569878,triangle-1-2,103
1664,triangle,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,108,68.75493541569878,triangle-1-2,104
1665,triangle,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,112,68.75493541569878,triangle-1-2,105
1666,triangle,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,116,68.75493541569878,triangle-1-2,106
1667,triangle,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,120,68.75493541569878,triangle-1-2,107
1668,triangle,0000-0124,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,124,68.75493541569878,triangle-1-2,108
1669,triangle,0000-0128,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,128,68.75493541569878,triangle-1-2,109
1670,triangle,0000-0132,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,132,68.75493541569878,triangle-1-2,110
1671,triangle,0000-0136,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,136,68.75493541569878,triangle-1-2,111
1672,triangle,0000-0140,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,140,68.75493541569878,triangle-1-2,112
1673,triangle,0000-0144,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,144,68.75493541569878,triangle-1-2,113
1674,triangle,0000-0148,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,4.0,1.0,148,68.75493541569878,triangle-1-2,114
1675,triangle,0000-0152,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,3.0,5.0,152,68.75493541569878,triangle-1-2,115
1676,triangle,0000-0156,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,9.0,156,68.75493541569878,triangle-1-2,116
1677,triangle,0000-0004,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,4,57.29577951308232,triangle-1-0,78
1678,triangle,0000-0008,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,8,57.29577951308232,triangle-1-0,79
1679,triangle,0000-0012,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,12,57.29577951308232,triangle-1-0,80
1680,triangle,0000-0016,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,16,57.29577951308232,triangle-1-0,81
1681,triangle,0000-0020,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,20,57.29577951308232,triangle-1-0,82
1682,triangle,0000-0024,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,24,57.29577951308232,triangle-1-0,83
1683,triangle,0000-0028,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,28,57.29577951308232,triangle-1-0,84
1684,triangle,0000-0032,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,32,57.29577951308232,triangle-1-0,85
1685,triangle,0000-0036,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,36,57.29577951308232,triangle-1-0,86
1686,triangle,0000-0040,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,40,57.29577951308232,triangle-1-0,87
1687,triangle,0000-0044,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,44,57.29577951308232,triangle-1-0,88
1688,triangle,0000-0048,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,48,57.29577951308232,triangle-1-0,89
1689,triangle,0000-0052,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,52,57.29577951308232,triangle-1-0,90
1690,triangle,0000-0056,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,56,57.29577951308232,triangle-1-0,91
1691,triangle,0000-0060,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,60,57.29577951308232,triangle-1-0,92
1692,triangle,0000-0064,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,64,57.29577951308232,triangle-1-0,93
1693,triangle,0000-0068,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,68,57.29577951308232,triangle-1-0,94
1694,triangle,0000-0072,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,72,57.29577951308232,triangle-1-0,95
1695,triangle,0000-0076,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,76,57.29577951308232,triangle-1-0,96
1696,triangle,0000-0080,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,80,57.29577951308232,triangle-1-0,97
1697,triangle,0000-0084,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,84,57.29577951308232,triangle-1-0,98
1698,triangle,0000-0088,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,88,57.29577951308232,triangle-1-0,99
1699,triangle,0000-0092,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,92,57.29577951308232,triangle-1-0,100
1700,triangle,0000-0096,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,96,57.29577951308232,triangle-1-0,101
1701,triangle,0000-0100,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,100,57.29577951308232,triangle-1-0,102
1702,triangle,0000-0104,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,104,57.29577951308232,triangle-1-0,103
1703,triangle,0000-0108,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,108,57.29577951308232,triangle-1-0,104
1704,triangle,0000-0112,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,5.0,2.0,112,57.29577951308232,triangle-1-0,105
1705,triangle,0000-0116,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,2.0,5.0,116,57.29577951308232,triangle-1-0,106
1706,triangle,0000-0120,sweep_m8d4_decaying-speed-4-0-local-decaying-speed-1-0-match-std-8-0_000103,40.0,40.0,8.0,8.0,120,57.29577951308232,triangle-1-0,107
