,world,position,angle,saccade_id,goal,sim,pos.x,pos.y,goal.x,goal.y,saccade,rot
235,square,[20. 20.],0.2,0000-0060,[[8. 3.]],s_1_m_08000_a_02000_d_02000_l_03500,20.0,20.0,8.0,3.0,60,11.459155902616464
236,square,[20. 20.],0.2,0000-0064,[[3. 7.]],s_1_m_08000_a_02000_d_02000_l_03500,20.0,20.0,3.0,7.0,64,11.459155902616464
237,square,[20. 20.],0.2,0000-0068,[[9. 8.]],s_1_m_08000_a_02000_d_02000_l_03500,20.0,20.0,9.0,8.0,68,11.459155902616464
238,square,[20. 20.],0.2,0000-0072,[[8. 3.]],s_1_m_08000_a_02000_d_02000_l_03500,20.0,20.0,8.0,3.0,72,11.459155902616464
239,square,[20. 20.],0.2,0000-0076,[[3. 7.]],s_1_m_08000_a_02000_d_02000_l_03500,20.0,20.0,3.0,7.0,76,11.459155902616464
0,triangle,[20. 20.],0.4,0000-0000,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,0,22.91831180523293
1,triangle,[20. 20.],0.4,0000-0004,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,4,22.91831180523293
2,triangle,[20. 20.],0.4,0000-0008,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,8,22.91831180523293
3,triangle,[20. 20.],0.4,0000-0012,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,12,22.91831180523293
4,triangle,[20. 20.],0.4,0000-0016,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,16,22.91831180523293
5,triangle,[20. 20.],0.4,0000-0020,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,20,22.91831180523293
6,triangle,[20. 20.],0.4,0000-0024,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,24,22.91831180523293
7,triangle,[20. 20.],0.4,0000-0028,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,28,22.91831180523293
8,triangle,[20. 20.],0.4,0000-0032,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,32,22.91831180523293
9,triangle,[20. 20.],0.4,0000-0036,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,36,22.91831180523293
10,triangle,[20. 20.],0.4,0000-0040,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,40,22.91831180523293
11,triangle,[20. 20.],0.4,0000-0044,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,44,22.91831180523293
12,triangle,[20. 20.],0.4,0000-0048,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,48,22.91831180523293
13,triangle,[20. 20.],0.4,0000-0052,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,52,22.91831180523293
14,triangle,[20. 20.],0.4,0000-0056,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,56,22.91831180523293
15,triangle,[20. 20.],0.4,0000-0060,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,60,22.91831180523293
16,triangle,[20. 20.],0.4,0000-0064,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,64,22.91831180523293
17,triangle,[20. 20.],0.4,0000-0068,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,68,22.91831180523293
18,triangle,[20. 20.],0.4,0000-0072,[[1. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,6.0,72,22.91831180523293
19,triangle,[20. 20.],0.4,0000-0076,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,76,22.91831180523293
20,square,[20. 20.],0.8,0000-0000,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,0,45.83662361046586
21,square,[20. 20.],0.8,0000-0004,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,4,45.83662361046586
22,square,[20. 20.],0.8,0000-0008,[[8. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,9.0,8,45.83662361046586
23,square,[20. 20.],0.8,0000-0012,[[9. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,4.0,12,45.83662361046586
24,square,[20. 20.],0.8,0000-0016,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,16,45.83662361046586
25,square,[20. 20.],0.8,0000-0020,[[8. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,9.0,20,45.83662361046586
26,square,[20. 20.],0.8,0000-0024,[[9. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,4.0,24,45.83662361046586
27,square,[20. 20.],0.8,0000-0028,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,28,45.83662361046586
28,square,[20. 20.],0.8,0000-0032,[[8. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,9.0,32,45.83662361046586
29,square,[20. 20.],0.8,0000-0036,[[9. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,4.0,36,45.83662361046586
30,square,[20. 20.],0.8,0000-0040,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,40,45.83662361046586
31,square,[20. 20.],0.8,0000-0044,[[8. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,9.0,44,45.83662361046586
32,square,[20. 20.],0.8,0000-0048,[[9. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,4.0,48,45.83662361046586
33,square,[20. 20.],0.8,0000-0052,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,52,45.83662361046586
34,square,[20. 20.],0.8,0000-0056,[[8. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,9.0,56,45.83662361046586
35,square,[20. 20.],0.8,0000-0060,[[9. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,4.0,60,45.83662361046586
36,square,[20. 20.],0.8,0000-0064,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,64,45.83662361046586
37,square,[20. 20.],0.8,0000-0068,[[8. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,9.0,68,45.83662361046586
38,square,[20. 20.],0.8,0000-0072,[[9. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,4.0,72,45.83662361046586
39,square,[20. 20.],0.8,0000-0076,[[9. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,5.0,76,45.83662361046586
40,triangle,[20. 20.],0.2,0000-0000,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,0,11.459155902616464
41,triangle,[20. 20.],0.2,0000-0004,[[1. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,1.0,9.0,4,11.459155902616464
42,triangle,[20. 20.],0.2,0000-0008,[[0. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,0.0,6.0,8,11.459155902616464
43,triangle,[20. 20.],0.2,0000-0012,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,12,11.459155902616464
44,triangle,[20. 20.],0.2,0000-0016,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,16,11.459155902616464
45,triangle,[20. 20.],0.2,0000-0020,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,20,11.459155902616464
46,triangle,[20. 20.],0.2,0000-0024,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,24,11.459155902616464
47,triangle,[20. 20.],0.2,0000-0028,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,28,11.459155902616464
48,triangle,[20. 20.],0.2,0000-0032,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,32,11.459155902616464
49,triangle,[20. 20.],0.2,0000-0036,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,36,11.459155902616464
50,triangle,[20. 20.],0.2,0000-0040,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,40,11.459155902616464
51,triangle,[20. 20.],0.2,0000-0044,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,44,11.459155902616464
52,triangle,[20. 20.],0.2,0000-0048,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,48,11.459155902616464
53,triangle,[20. 20.],0.2,0000-0052,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,52,11.459155902616464
54,triangle,[20. 20.],0.2,0000-0056,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,56,11.459155902616464
55,triangle,[20. 20.],0.2,0000-0060,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,60,11.459155902616464
56,triangle,[20. 20.],0.2,0000-0064,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,64,11.459155902616464
57,triangle,[20. 20.],0.2,0000-0068,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,68,11.459155902616464
58,triangle,[20. 20.],0.2,0000-0072,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,72,11.459155902616464
59,triangle,[20. 20.],0.2,0000-0076,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,76,11.459155902616464
60,square,[20. 20.],0.6,0000-0000,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,0,34.37746770784939
61,square,[20. 20.],0.6,0000-0004,[[6. 8.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,8.0,4,34.37746770784939
62,square,[20. 20.],0.6,0000-0008,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,8,34.37746770784939
63,square,[20. 20.],0.6,0000-0012,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,12,34.37746770784939
64,square,[20. 20.],0.6,0000-0016,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,16,34.37746770784939
65,square,[20. 20.],0.6,0000-0020,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,20,34.37746770784939
66,square,[20. 20.],0.6,0000-0024,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,24,34.37746770784939
67,square,[20. 20.],0.6,0000-0028,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,28,34.37746770784939
68,square,[20. 20.],0.6,0000-0032,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,32,34.37746770784939
69,square,[20. 20.],0.6,0000-0036,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,36,34.37746770784939
70,square,[20. 20.],0.6,0000-0040,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,40,34.37746770784939
71,square,[20. 20.],0.6,0000-0044,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,44,34.37746770784939
72,square,[20. 20.],0.6,0000-0048,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,48,34.37746770784939
73,square,[20. 20.],0.6,0000-0052,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,52,34.37746770784939
74,square,[20. 20.],0.6,0000-0056,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,56,34.37746770784939
75,square,[20. 20.],0.6,0000-0060,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,60,34.37746770784939
76,square,[20. 20.],0.6,0000-0064,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,64,34.37746770784939
77,square,[20. 20.],0.6,0000-0068,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,68,34.37746770784939
78,square,[20. 20.],0.6,0000-0072,[[8. 2.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,8.0,2.0,72,34.37746770784939
79,square,[20. 20.],0.6,0000-0076,[[5. 9.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,9.0,76,34.37746770784939
80,square,[20. 20.],0.0,0000-0000,[[5. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,5.0,3.0,0,0.0
81,square,[20. 20.],0.0,0000-0004,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,4,0.0
82,square,[20. 20.],0.0,0000-0008,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,8,0.0
83,square,[20. 20.],0.0,0000-0012,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,12,0.0
84,square,[20. 20.],0.0,0000-0016,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,16,0.0
85,square,[20. 20.],0.0,0000-0020,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,20,0.0
86,square,[20. 20.],0.0,0000-0024,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,24,0.0
87,square,[20. 20.],0.0,0000-0028,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,28,0.0
88,square,[20. 20.],0.0,0000-0032,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,32,0.0
89,square,[20. 20.],0.0,0000-0036,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,36,0.0
90,square,[20. 20.],0.0,0000-0040,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,40,0.0
91,square,[20. 20.],0.0,0000-0044,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,44,0.0
92,square,[20. 20.],0.0,0000-0048,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,48,0.0
93,square,[20. 20.],0.0,0000-0052,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,52,0.0
94,square,[20. 20.],0.0,0000-0056,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,56,0.0
95,square,[20. 20.],0.0,0000-0060,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,60,0.0
96,square,[20. 20.],0.0,0000-0064,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,64,0.0
97,square,[20. 20.],0.0,0000-0068,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,68,0.0
98,square,[20. 20.],0.0,0000-0072,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,72,0.0
99,square,[20. 20.],0.0,0000-0076,[[7. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,7.0,6.0,76,0.0
100,triangle,[20. 20.],0.8,0000-0000,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,0,45.83662361046586
101,triangle,[20. 20.],0.8,0000-0004,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,4,45.83662361046586
102,triangle,[20. 20.],0.8,0000-0008,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,8,45.83662361046586
103,triangle,[20. 20.],0.8,0000-0012,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,12,45.83662361046586
104,triangle,[20. 20.],0.8,0000-0016,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,16,45.83662361046586
105,triangle,[20. 20.],0.8,0000-0020,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,20,45.83662361046586
106,triangle,[20. 20.],0.8,0000-0024,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,24,45.83662361046586
107,triangle,[20. 20.],0.8,0000-0028,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,28,45.83662361046586
108,triangle,[20. 20.],0.8,0000-0032,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,32,45.83662361046586
109,triangle,[20. 20.],0.8,0000-0036,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,36,45.83662361046586
110,triangle,[20. 20.],0.8,0000-0040,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,40,45.83662361046586
111,triangle,[20. 20.],0.8,0000-0044,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,44,45.83662361046586
112,triangle,[20. 20.],0.8,0000-0048,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,48,45.83662361046586
113,triangle,[20. 20.],0.8,0000-0052,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,52,45.83662361046586
114,triangle,[20. 20.],0.8,0000-0056,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,56,45.83662361046586
115,triangle,[20. 20.],0.8,0000-0060,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,60,45.83662361046586
116,triangle,[20. 20.],0.8,0000-0064,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,64,45.83662361046586
117,triangle,[20. 20.],0.8,0000-0068,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,68,45.83662361046586
118,triangle,[20. 20.],0.8,0000-0072,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,72,45.83662361046586
119,triangle,[20. 20.],0.8,0000-0076,[[2. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,6.0,76,45.83662361046586
120,triangle,[20. 20.],0.0,0000-0000,[[2. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,2.0,5.0,0,0.0
121,triangle,[20. 20.],0.0,0000-0004,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,4,0.0
122,triangle,[20. 20.],0.0,0000-0008,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,8,0.0
123,triangle,[20. 20.],0.0,0000-0012,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,12,0.0
124,triangle,[20. 20.],0.0,0000-0016,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,16,0.0
125,triangle,[20. 20.],0.0,0000-0020,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,20,0.0
126,triangle,[20. 20.],0.0,0000-0024,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,24,0.0
127,triangle,[20. 20.],0.0,0000-0028,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,28,0.0
128,triangle,[20. 20.],0.0,0000-0032,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,32,0.0
129,triangle,[20. 20.],0.0,0000-0036,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,36,0.0
130,triangle,[20. 20.],0.0,0000-0040,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,40,0.0
131,triangle,[20. 20.],0.0,0000-0044,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,44,0.0
132,triangle,[20. 20.],0.0,0000-0048,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,48,0.0
133,triangle,[20. 20.],0.0,0000-0052,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,52,0.0
134,triangle,[20. 20.],0.0,0000-0056,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,56,0.0
135,triangle,[20. 20.],0.0,0000-0060,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,60,0.0
136,triangle,[20. 20.],0.0,0000-0064,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,64,0.0
137,triangle,[20. 20.],0.0,0000-0068,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,68,0.0
138,triangle,[20. 20.],0.0,0000-0072,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,72,0.0
139,triangle,[20. 20.],0.0,0000-0076,[[3. 5.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,5.0,76,0.0
140,square,[20. 20.],0.4,0000-0000,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,0,22.91831180523293
141,square,[20. 20.],0.4,0000-0004,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,4,22.91831180523293
142,square,[20. 20.],0.4,0000-0008,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,8,22.91831180523293
143,square,[20. 20.],0.4,0000-0012,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,12,22.91831180523293
144,square,[20. 20.],0.4,0000-0016,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,16,22.91831180523293
145,square,[20. 20.],0.4,0000-0020,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,20,22.91831180523293
146,square,[20. 20.],0.4,0000-0024,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,24,22.91831180523293
147,square,[20. 20.],0.4,0000-0028,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,28,22.91831180523293
148,square,[20. 20.],0.4,0000-0032,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,32,22.91831180523293
149,square,[20. 20.],0.4,0000-0036,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,36,22.91831180523293
150,square,[20. 20.],0.4,0000-0040,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,40,22.91831180523293
151,square,[20. 20.],0.4,0000-0044,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,44,22.91831180523293
152,square,[20. 20.],0.4,0000-0048,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,48,22.91831180523293
153,square,[20. 20.],0.4,0000-0052,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,52,22.91831180523293
154,square,[20. 20.],0.4,0000-0056,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,56,22.91831180523293
155,square,[20. 20.],0.4,0000-0060,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,60,22.91831180523293
156,square,[20. 20.],0.4,0000-0064,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,64,22.91831180523293
157,square,[20. 20.],0.4,0000-0068,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,68,22.91831180523293
158,square,[20. 20.],0.4,0000-0072,[[6. 3.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,3.0,72,22.91831180523293
159,square,[20. 20.],0.4,0000-0076,[[6. 7.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,6.0,7.0,76,22.91831180523293
160,square,[20. 20.],1.0,0000-0000,[[3. 4.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,3.0,4.0,0,57.29577951308232
161,square,[20. 20.],1.0,0000-0004,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,4,57.29577951308232
162,square,[20. 20.],1.0,0000-0008,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,8,57.29577951308232
163,square,[20. 20.],1.0,0000-0012,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,12,57.29577951308232
164,square,[20. 20.],1.0,0000-0016,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,16,57.29577951308232
165,square,[20. 20.],1.0,0000-0020,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,20,57.29577951308232
166,square,[20. 20.],1.0,0000-0024,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,24,57.29577951308232
167,square,[20. 20.],1.0,0000-0028,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,28,57.29577951308232
168,square,[20. 20.],1.0,0000-0032,[[9. 6.]],s_1_m_08000_a_02000_d_01500_l_01000,20.0,20.0,9.0,6.0,32,57.29577951308232
