,world,position,angle,saccade_id,goal,sim,pos.x,pos.y,goal.x,goal.y,saccade,rot
149,square,[20. 20.],0.4,0000-0036,[[9. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,6.0,36,22.91831180523293
150,square,[20. 20.],0.4,0000-0040,[[1. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,6.0,40,22.91831180523293
151,square,[20. 20.],0.4,0000-0044,[[9. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,6.0,44,22.91831180523293
152,square,[20. 20.],0.4,0000-0048,[[1. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,6.0,48,22.91831180523293
153,square,[20. 20.],0.4,0000-0052,[[9. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,6.0,52,22.91831180523293
154,square,[20. 20.],0.4,0000-0056,[[1. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,6.0,56,22.91831180523293
155,square,[20. 20.],0.4,0000-0060,[[9. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,6.0,60,22.91831180523293
156,square,[20. 20.],0.4,0000-0064,[[1. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,6.0,64,22.91831180523293
157,square,[20. 20.],0.4,0000-0068,[[9. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,6.0,68,22.91831180523293
158,square,[20. 20.],0.4,0000-0072,[[1. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,6.0,72,22.91831180523293
159,square,[20. 20.],0.4,0000-0076,[[9. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,6.0,76,22.91831180523293
160,square,[20. 20.],1.0,0000-0000,[[3. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,3.0,5.0,0,57.29577951308232
161,square,[20. 20.],1.0,0000-0004,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,4,57.29577951308232
162,square,[20. 20.],1.0,0000-0008,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,8,57.29577951308232
163,square,[20. 20.],1.0,0000-0012,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,12,57.29577951308232
164,square,[20. 20.],1.0,0000-0016,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,16,57.29577951308232
165,square,[20. 20.],1.0,0000-0020,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,20,57.29577951308232
166,square,[20. 20.],1.0,0000-0024,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,24,57.29577951308232
167,square,[20. 20.],1.0,0000-0028,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,28,57.29577951308232
168,square,[20. 20.],1.0,0000-0032,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,32,57.29577951308232
169,square,[20. 20.],1.0,0000-0036,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,36,57.29577951308232
170,square,[20. 20.],1.0,0000-0040,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,40,57.29577951308232
171,square,[20. 20.],1.0,0000-0044,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,44,57.29577951308232
172,square,[20. 20.],1.0,0000-0048,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,48,57.29577951308232
173,square,[20. 20.],1.0,0000-0052,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,52,57.29577951308232
174,square,[20. 20.],1.0,0000-0056,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,56,57.29577951308232
175,square,[20. 20.],1.0,0000-0060,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,60,57.29577951308232
176,square,[20. 20.],1.0,0000-0064,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,64,57.29577951308232
177,square,[20. 20.],1.0,0000-0068,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,68,57.29577951308232
178,square,[20. 20.],1.0,0000-0072,[[0. 3.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,3.0,72,57.29577951308232
179,square,[20. 20.],1.0,0000-0076,[[6. 7.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,7.0,76,57.29577951308232
180,triangle,[20. 20.],1.0,0000-0000,[[3. 6.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,3.0,6.0,0,57.29577951308232
181,triangle,[20. 20.],1.0,0000-0004,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,4,57.29577951308232
182,triangle,[20. 20.],1.0,0000-0008,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,8,57.29577951308232
183,triangle,[20. 20.],1.0,0000-0012,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,12,57.29577951308232
184,triangle,[20. 20.],1.0,0000-0016,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,16,57.29577951308232
185,triangle,[20. 20.],1.0,0000-0020,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,20,57.29577951308232
186,triangle,[20. 20.],1.0,0000-0024,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,24,57.29577951308232
187,triangle,[20. 20.],1.0,0000-0028,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,28,57.29577951308232
188,triangle,[20. 20.],1.0,0000-0032,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,32,57.29577951308232
189,triangle,[20. 20.],1.0,0000-0036,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,36,57.29577951308232
190,triangle,[20. 20.],1.0,0000-0040,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,40,57.29577951308232
191,triangle,[20. 20.],1.0,0000-0044,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,44,57.29577951308232
192,triangle,[20. 20.],1.0,0000-0048,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,48,57.29577951308232
193,triangle,[20. 20.],1.0,0000-0052,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,52,57.29577951308232
194,triangle,[20. 20.],1.0,0000-0056,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,56,57.29577951308232
195,triangle,[20. 20.],1.0,0000-0060,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,60,57.29577951308232
196,triangle,[20. 20.],1.0,0000-0064,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,64,57.29577951308232
197,triangle,[20. 20.],1.0,0000-0068,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,68,57.29577951308232
198,triangle,[20. 20.],1.0,0000-0072,[[2. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,2.0,9.0,72,57.29577951308232
199,triangle,[20. 20.],1.0,0000-0076,[[7. 2.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,2.0,76,57.29577951308232
200,triangle,[20. 20.],0.6,0000-0000,[[6. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,6.0,1.0,0,34.37746770784939
201,triangle,[20. 20.],0.6,0000-0004,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,4,34.37746770784939
202,triangle,[20. 20.],0.6,0000-0008,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,8,34.37746770784939
203,triangle,[20. 20.],0.6,0000-0012,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,12,34.37746770784939
204,triangle,[20. 20.],0.6,0000-0016,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,16,34.37746770784939
205,triangle,[20. 20.],0.6,0000-0020,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,20,34.37746770784939
206,triangle,[20. 20.],0.6,0000-0024,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,24,34.37746770784939
207,triangle,[20. 20.],0.6,0000-0028,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,28,34.37746770784939
208,triangle,[20. 20.],0.6,0000-0032,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,32,34.37746770784939
209,triangle,[20. 20.],0.6,0000-0036,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,36,34.37746770784939
210,triangle,[20. 20.],0.6,0000-0040,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,40,34.37746770784939
211,triangle,[20. 20.],0.6,0000-0044,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,44,34.37746770784939
212,triangle,[20. 20.],0.6,0000-0048,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,48,34.37746770784939
213,triangle,[20. 20.],0.6,0000-0052,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,52,34.37746770784939
214,triangle,[20. 20.],0.6,0000-0056,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,56,34.37746770784939
215,triangle,[20. 20.],0.6,0000-0060,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,60,34.37746770784939
216,triangle,[20. 20.],0.6,0000-0064,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,64,34.37746770784939
217,triangle,[20. 20.],0.6,0000-0068,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,68,34.37746770784939
218,triangle,[20. 20.],0.6,0000-0072,[[9. 1.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,1.0,72,34.37746770784939
219,triangle,[20. 20.],0.6,0000-0076,[[0. 9.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,0.0,9.0,76,34.37746770784939
220,square,[20. 20.],0.2,0000-0000,[[7. 4.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,7.0,4.0,0,11.459155902616464
221,square,[20. 20.],0.2,0000-0004,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,4,11.459155902616464
222,square,[20. 20.],0.2,0000-0008,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,8,11.459155902616464
223,square,[20. 20.],0.2,0000-0012,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,12,11.459155902616464
224,square,[20. 20.],0.2,0000-0016,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,16,11.459155902616464
225,square,[20. 20.],0.2,0000-0020,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,20,11.459155902616464
226,square,[20. 20.],0.2,0000-0024,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,24,11.459155902616464
227,square,[20. 20.],0.2,0000-0028,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,28,11.459155902616464
228,square,[20. 20.],0.2,0000-0032,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,32,11.459155902616464
229,square,[20. 20.],0.2,0000-0036,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,36,11.459155902616464
230,square,[20. 20.],0.2,0000-0040,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,40,11.459155902616464
231,square,[20. 20.],0.2,0000-0044,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,44,11.459155902616464
232,square,[20. 20.],0.2,0000-0048,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,48,11.459155902616464
233,square,[20. 20.],0.2,0000-0052,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,52,11.459155902616464
234,square,[20. 20.],0.2,0000-0056,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,56,11.459155902616464
235,square,[20. 20.],0.2,0000-0060,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,60,11.459155902616464
236,square,[20. 20.],0.2,0000-0064,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,64,11.459155902616464
237,square,[20. 20.],0.2,0000-0068,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,68,11.459155902616464
238,square,[20. 20.],0.2,0000-0072,[[9. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,9.0,5.0,72,11.459155902616464
239,square,[20. 20.],0.2,0000-0076,[[1. 5.]],s_1_m_08000_a_02000_d_03500_l_02000,20.0,20.0,1.0,5.0,76,11.459155902616464
0,triangle,[20. 20.],0.4,0000-0000,[[6. 3.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,3.0,0,22.91831180523293
1,triangle,[20. 20.],0.4,0000-0004,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,4,22.91831180523293
2,triangle,[20. 20.],0.4,0000-0008,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,8,22.91831180523293
3,triangle,[20. 20.],0.4,0000-0012,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,12,22.91831180523293
4,triangle,[20. 20.],0.4,0000-0016,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,16,22.91831180523293
5,triangle,[20. 20.],0.4,0000-0020,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,20,22.91831180523293
6,triangle,[20. 20.],0.4,0000-0024,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,24,22.91831180523293
7,triangle,[20. 20.],0.4,0000-0028,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,28,22.91831180523293
8,triangle,[20. 20.],0.4,0000-0032,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,32,22.91831180523293
9,triangle,[20. 20.],0.4,0000-0036,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,36,22.91831180523293
10,triangle,[20. 20.],0.4,0000-0040,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,40,22.91831180523293
11,triangle,[20. 20.],0.4,0000-0044,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,44,22.91831180523293
12,triangle,[20. 20.],0.4,0000-0048,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,48,22.91831180523293
13,triangle,[20. 20.],0.4,0000-0052,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,52,22.91831180523293
14,triangle,[20. 20.],0.4,0000-0056,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,56,22.91831180523293
15,triangle,[20. 20.],0.4,0000-0060,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,60,22.91831180523293
16,triangle,[20. 20.],0.4,0000-0064,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,64,22.91831180523293
17,triangle,[20. 20.],0.4,0000-0068,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,68,22.91831180523293
18,triangle,[20. 20.],0.4,0000-0072,[[7. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,7.0,4.0,72,22.91831180523293
19,triangle,[20. 20.],0.4,0000-0076,[[2. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,6.0,76,22.91831180523293
20,square,[20. 20.],0.8,0000-0000,[[6. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,5.0,0,45.83662361046586
21,square,[20. 20.],0.8,0000-0004,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,4,45.83662361046586
22,square,[20. 20.],0.8,0000-0008,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,8,45.83662361046586
23,square,[20. 20.],0.8,0000-0012,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,12,45.83662361046586
24,square,[20. 20.],0.8,0000-0016,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,16,45.83662361046586
25,square,[20. 20.],0.8,0000-0020,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,20,45.83662361046586
26,square,[20. 20.],0.8,0000-0024,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,24,45.83662361046586
27,square,[20. 20.],0.8,0000-0028,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,28,45.83662361046586
28,square,[20. 20.],0.8,0000-0032,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,32,45.83662361046586
29,square,[20. 20.],0.8,0000-0036,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,36,45.83662361046586
30,square,[20. 20.],0.8,0000-0040,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,40,45.83662361046586
31,square,[20. 20.],0.8,0000-0044,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,44,45.83662361046586
32,square,[20. 20.],0.8,0000-0048,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,48,45.83662361046586
33,square,[20. 20.],0.8,0000-0052,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,52,45.83662361046586
34,square,[20. 20.],0.8,0000-0056,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,56,45.83662361046586
35,square,[20. 20.],0.8,0000-0060,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,60,45.83662361046586
36,square,[20. 20.],0.8,0000-0064,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,64,45.83662361046586
37,square,[20. 20.],0.8,0000-0068,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,68,45.83662361046586
38,square,[20. 20.],0.8,0000-0072,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,72,45.83662361046586
39,square,[20. 20.],0.8,0000-0076,[[9. 9.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,9.0,76,45.83662361046586
40,triangle,[20. 20.],0.2,0000-0000,[[6. 3.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,3.0,0,11.459155902616464
41,triangle,[20. 20.],0.2,0000-0004,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,4,11.459155902616464
42,triangle,[20. 20.],0.2,0000-0008,[[0. 0.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,0.0,0.0,8,11.459155902616464
43,triangle,[20. 20.],0.2,0000-0012,[[9. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,4.0,12,11.459155902616464
44,triangle,[20. 20.],0.2,0000-0016,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,16,11.459155902616464
45,triangle,[20. 20.],0.2,0000-0020,[[0. 0.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,0.0,0.0,20,11.459155902616464
46,triangle,[20. 20.],0.2,0000-0024,[[9. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,4.0,24,11.459155902616464
47,triangle,[20. 20.],0.2,0000-0028,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,28,11.459155902616464
48,triangle,[20. 20.],0.2,0000-0032,[[0. 0.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,0.0,0.0,32,11.459155902616464
49,triangle,[20. 20.],0.2,0000-0036,[[9. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,4.0,36,11.459155902616464
50,triangle,[20. 20.],0.2,0000-0040,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,40,11.459155902616464
51,triangle,[20. 20.],0.2,0000-0044,[[0. 0.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,0.0,0.0,44,11.459155902616464
52,triangle,[20. 20.],0.2,0000-0048,[[9. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,4.0,48,11.459155902616464
53,triangle,[20. 20.],0.2,0000-0052,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,52,11.459155902616464
54,triangle,[20. 20.],0.2,0000-0056,[[0. 0.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,0.0,0.0,56,11.459155902616464
55,triangle,[20. 20.],0.2,0000-0060,[[9. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,4.0,60,11.459155902616464
56,triangle,[20. 20.],0.2,0000-0064,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,64,11.459155902616464
57,triangle,[20. 20.],0.2,0000-0068,[[0. 0.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,0.0,0.0,68,11.459155902616464
58,triangle,[20. 20.],0.2,0000-0072,[[9. 4.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,4.0,72,11.459155902616464
59,triangle,[20. 20.],0.2,0000-0076,[[2. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,2.0,5.0,76,11.459155902616464
60,square,[20. 20.],0.6,0000-0000,[[6. 5.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,5.0,0,34.37746770784939
61,square,[20. 20.],0.6,0000-0004,[[9. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,8.0,4,34.37746770784939
62,square,[20. 20.],0.6,0000-0008,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,8,34.37746770784939
63,square,[20. 20.],0.6,0000-0012,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,12,34.37746770784939
64,square,[20. 20.],0.6,0000-0016,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,16,34.37746770784939
65,square,[20. 20.],0.6,0000-0020,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,20,34.37746770784939
66,square,[20. 20.],0.6,0000-0024,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,24,34.37746770784939
67,square,[20. 20.],0.6,0000-0028,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,28,34.37746770784939
68,square,[20. 20.],0.6,0000-0032,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,32,34.37746770784939
69,square,[20. 20.],0.6,0000-0036,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,36,34.37746770784939
70,square,[20. 20.],0.6,0000-0040,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,40,34.37746770784939
71,square,[20. 20.],0.6,0000-0044,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,44,34.37746770784939
72,square,[20. 20.],0.6,0000-0048,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,48,34.37746770784939
73,square,[20. 20.],0.6,0000-0052,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,52,34.37746770784939
74,square,[20. 20.],0.6,0000-0056,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,56,34.37746770784939
75,square,[20. 20.],0.6,0000-0060,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,60,34.37746770784939
76,square,[20. 20.],0.6,0000-0064,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,64,34.37746770784939
77,square,[20. 20.],0.6,0000-0068,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,68,34.37746770784939
78,square,[20. 20.],0.6,0000-0072,[[6. 8.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,8.0,72,34.37746770784939
79,square,[20. 20.],0.6,0000-0076,[[9. 6.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,9.0,6.0,76,34.37746770784939
80,square,[20. 20.],0.0,0000-0000,[[6. 1.]],s_1_m_08000_a_02000_d_03000_l_03500,20.0,20.0,6.0,1.0,0,0.0
